source,externalId,name,address,address2,city,state,zip,country,lat,lng,phone,fax,email,url,providesPrep,providesPep,allowingWalkIns,needReferralLetter,dispensePrepOnsite,hoursHtml
mypreplocator,281,Qualitas Health &#8211; Radix Clinic,"F-1-12, Plaza Arkadia, No. 3,","Jalan Intisari Perdana, Desa Parkcity",Kuala Lumpur.,Kuala Lumpur (Federal Territory),52200,Malaysia,3.186245,101.635986,+603-2712 0844/0845,,radixclinic@outlook.com,https://myradixclinic.wixsite.com/qualitas,true,true,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:15 AM - 6:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,555,Premier Clinic Mont Kiara,"No.10, Jalan Solaris 4",Solaris Mont Kiara,Kuala Lumpur,Kuala Lumpur (Federal Territory),50480,Malaysia,3.175758,101.659363,+6012-326 3563,,dr.foo@premier-clinic.com,,true,true,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>2:00 PM - 7:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Thursday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Friday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Saturday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,653,Universal Clinic,"Great Eastern Mall, Lot 3A, Level 4",Jalan Ampang,Ampang,Kuala Lumpur (Federal Territory),50450,Malaysia,3.159033,101.714752,+603-4265 4744,,admin@universalclinic.com.my,http://universalclinic.com.my,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>10:00 AM - 6:00 PM</time></td></tr><tr><td>Sunday</td><td><time>10:00 AM - 6:00 PM</time></td></tr></table>"
mypreplocator,1080,Perdana Medical Clinic,"No 1C3, Ground Floor, North Block, Wisma Golden Eagle Realty, 142 D, Jalan Ampang,",,Kuala Lumpur,Kuala Lumpur (Federal Territory),50450,Malaysia,3.159293,101.709168,017-3843808,,gnanaguru66@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,929,Klinik Kesihatan Ampang (MyPrEPGov2023),"3, Jalan Ampang Mewah, Pekan Ampang,",,Ampang,Selangor,68000,Malaysia,3.145141,101.76133,"+603-4292 3332, +6011-3902 8612",,bilik32kkampang@gmail.com,https://www.google.com/url?sa=t&#038;source=web&#038;rct=j&#038;url=https://qmed.asia/kkampang&#038;ved=2ahUKEwic4sbcluT7AhWjg2MGHbOhByYQ_Bd6BAgREAQ&#038;usg=AOvVaw2tqTOsyFYo-WliRwlfQ2_K,true,false,Walk-in,true,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1317,Klinik Chong (Medicruz),55059 2nd Floor Bangunan Eng Choon,Jalan Ampang,Kuala Lumpur,Kuala Lumpur (Federal Territory),50450,Malaysia,3.151592,101.698109,+6012-747 7759,,medicruzhealth@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,914,The Alpha Clinic,"Unit B-G-10, Gateway Corporate Suites, Gateway Kiaramas","No.1 Jalan Desa Kiara, Mont Kiara",Kuala Lumpur,Kuala Lumpur (Federal Territory),50480,Malaysia,3.165841,101.645881,+6011-6244 6023,,info@thealphaclinic.com.my,http://www.thealphaclinic.com.my,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Sunday</td><td><time>9:00 AM - 4:00 PM</time></td></tr></table>"
mypreplocator,542,Pulse Clinic Kuala Lumpur,61A (First Floor) Jalan Sultan Ismail,Bukit Bintang,Kuala Lumpur,Kuala Lumpur (Federal Territory),50250,Malaysia,3.146986,101.710963,+603-2110 2122 / +6011-6538 8678,,info.kl@pulse-clinic.com,http://www.pulse-clinic.com/my,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>11:00 AM - 7:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>11:00 AM - 7:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>11:00 AM - 7:00 PM</time></td></tr><tr><td>Thursday</td><td><time>11:00 AM - 7:00 PM</time></td></tr><tr><td>Friday</td><td><time>11:00 AM - 7:00 PM</time></td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1427,Klinik Careclinics (Bukit Bintang),88A Jalan Alor,,Bukit Bintang,Kuala Lumpur (Federal Territory),50200,മലേഷ്യ,3.146294,101.709163,,,mucbukitbintang@careclinics.com.my,https://careclinics.com.my/,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Saturday</td><td><time>10:00 AM - 11:00 PM</time></td></tr><tr><td>Sunday</td><td><time>10:00 AM - 11:00 PM</time></td></tr></table>"
mypreplocator,1187,Klinik Primary Care 4U,"No 60,Ground Floor, Jalan Hang Kasturi",,Kuala Lumpur,Kuala Lumpur (Federal Territory),50050,Malaysia,3.14469,101.695766,+012-6019436,,gpkpc4u@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 8:00 PM</time></td></tr><tr><td>Sunday</td><td><time>9:00 AM - 8:00 PM</time></td></tr></table>"
mypreplocator,1360,Klinik Unimed Plaza Damansara,"PL-01, Plaza Damansara Block A","45, Medan Setia 1, Bukit Damansara",Kuala Lumpur,Kuala Lumpur (Federal Territory),50490,Malaysia,3.149893,101.653871,,,drjackwong@yahoo.com,,true,false,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 5:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1139,Klinik Mediviron Maluri,228 Jalan Mahkota,Taman Maluri,Kuala Lumpur,Kuala Lumpur (Federal Territory),56100,Malaysia,3.128731,101.732614,+03-9201 0515,,medivironmaluri@gmail.com,http://facebook.com/MEDIVIRONMALURI,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Thursday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Friday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Saturday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Sunday</td><td><time>7:00 AM - 7:00 AM</time></td></tr></table>"
mypreplocator,1152,Klinik Hisential Bangsar,"Lot S122, 2nd Floor, Bangsar Shopping Centre,","285, Jalan Maarof, Bukit Bandaraya",Bangsar,Kuala Lumpur (Federal Territory),5900,Malaysia,3.14284,101.667517,+6011-3667 7967,,bangsarclinic@hisential.com,https://hisential.com/hiv-prep/,true,true,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Thursday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Friday</td><td><time>10:00 AM - 7:00 PM</time></td></tr><tr><td>Saturday</td><td><time>10:00 AM - 3:00 PM</time></td></tr><tr><td>Sunday</td><td><time>10:00 AM - 3:00 PM</time></td></tr></table>"
mypreplocator,597,U.n.i Klinik TTDI,"10, Jalan Tun Mohd Fuad 1",Taman Tun Dr Ismail,Kuala Lumpur,Kuala Lumpur (Federal Territory),60000,Malaysia,3.142038,101.629079,+603-7732 8664,,u.n.iklinikttdi@gmail.com,http://uniklinikttdi.com,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 10:00 PM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 10:00 PM</time></td></tr></table>"
mypreplocator,1167,Klinik Plaza Bukit Bintang,"56B, 2nd Floor",Jalan Bukit Bintang,Kuala Lumpur,Kuala Lumpur (Federal Territory),55100,Malaysia,3.14173,101.627213,+6019-757 5579,,clinicbukitbintang@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 6:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,391,Klinik Taman Tun Dr Ismail,"38, Jalan Tun Mohd Fuad",,Taman Tun Dr Ismail,Kuala Lumpur (Federal Territory),60000,Malaysia,3.140109,101.629312,+603-7729 4096,,klinikttdi38@gmail.com,,true,false,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Thursday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Friday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Saturday</td><td><time>7:00 AM - 7:00 AM</time></td></tr><tr><td>Sunday</td><td><time>7:00 AM - 7:00 AM</time></td></tr></table>"
mypreplocator,1556,KLINIK MEDILOVE KOTA DAMANSARA,"11-1 (Ground Floor), Jalan PJU 5/10, Dataran Sunway",,Petaling Jaya,Selangor,47810,മലേഷ്യ,3.151301,101.592901,+6016 2299233,,medilovekd@gmail.com,,true,true,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>08:00 - 20:00</time></td></tr><tr><td>Tuesday</td><td><time>08:00 - 20:00</time></td></tr><tr><td>Wednesday</td><td><time>08:00 - 20:00</time></td></tr><tr><td>Thursday</td><td><time>08:00 - 20:00</time></td></tr><tr><td>Friday</td><td><time>08:00 - 20:00</time></td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1034,Poliklinik My Clinic (TGM),"Ashlo Medical Services Sdn Bhd, Tropicana Gardens Mall (TGM)T","Lot LG-01&02, Lower Ground Floor, No 2A Persiaran Surian Tropicana Indah",Petaling Jaya,Selangor,47810,Malaysia,3.148962,101.593413,+603-7629 5911,,myclinic.tgm0102@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td>Closed</td></tr><tr><td>Tuesday</td><td>Closed</td></tr><tr><td>Wednesday</td><td><time>10:00 AM - 8:30 PM</time></td></tr><tr><td>Thursday</td><td>Closed</td></tr><tr><td>Friday</td><td>Closed</td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1623,KLINIK MEDILOVE DAMANSARA UPTOWN,"No 12 (Ground Floor), Jalan SS21/39",Damansara Utama,Petaling Jaya,Selangor,47400,മലേഷ്യ,3.136672,101.621429,+6011-5656 8863,,mediloveuptown@gmail.com,,true,false,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 5:00 PM</time></td></tr><tr><td>Sunday</td><td><time>8:00 AM - 5:00 PM</time></td></tr></table>"
mypreplocator,43,Klinik Kesihatan Cheras (MyPrEPGov2023),"No 14, Jalan Yaacob Latiff, Bandar Tun Razak",,Cheras,Kuala Lumpur (Federal Territory),56000,Malaysia,3.10667,101.726556,+603-9133 3322,,kkcheras@moh.gov.my,,true,false,Walk-in,true,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>7:30 AM - 12:00 PM</time><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>7:30 AM - 12:00 PM</time><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>7:30 AM - 12:00 PM</time><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Thursday</td><td><time>7:30 AM - 12:00 PM</time><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Friday</td><td><time>7:30 AM - 12:00 PM</time><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,349,Thomson Hospital Kota Damansara (Infectious Disease),"11, Jalan Teknologi, PJU 5, Kota Damansara",,Petaling Jaya,Selangor,47810,Malaysia,3.149023,101.5788,+603-6287 1111,,limsim7@yahoo.com,https://thomsonhospitals.com/en/find-doctor-result?specialties=Infectious+Disease&#038;name=&#038;spoken_language=,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td>Closed</td></tr><tr><td>Tuesday</td><td>Closed</td></tr><tr><td>Wednesday</td><td>Closed</td></tr><tr><td>Thursday</td><td>Closed</td></tr><tr><td>Friday</td><td>Closed</td></tr><tr><td>Saturday</td><td><time>10:00 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1250,ALPRO Pharmacy PJ Seksyen 17 (Under My PrEP Pharmacy research),"1088, Jalan 17/29, Seksyen 17",,Petaling Jaya,,46400,Malaysia,3.129319,101.635357,+6019-470 1923,,bpj171@alpropharmacy.com,,true,false,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Thursday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Friday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Saturday</td><td><time>8:15 AM - 8:45 PM</time></td></tr><tr><td>Sunday</td><td><time>8:15 AM - 8:45 PM</time></td></tr></table>"
mypreplocator,587,Family Clinic Seventeen,"923A, Jalan 17/38",,Petaling Jaya,Selangor,46400,Malaysia,3.128252,101.636116,+603-7498 0797,,familyclinicpj17@gmail.com,,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>8:00 AM - 8:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1153,Klinik SRI,B1-7 Plaza Dwi Tasik,"Jalan Sri Permaisuri, Bandar Sri Permaisuri",Cheras,Kuala Lumpur (Federal Territory),56000,Malaysia,3.102995,101.714217,+6011-1422 0903,,drsri@kliniksri.com.my,https://klinik-sri.business.site/?utm_source=gmb&#038;utm_medium=referral,true,false,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:00 AM - 11:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 10:00 PM</time></td></tr><tr><td>Sunday</td><td><time>9:00 AM - 10:00 PM</time></td></tr></table>"
mypreplocator,1141,A Plus Medical Clinic,"69, Jalan SS 22/11, Damansara Jaya",Petaling Jaya,Selangor,Selangor,47400,Malaysia,3.129048,101.620993,+6016-931 1128,,aone.medclinic@gmail.com,https://www.aplusclinic.com.my/,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>8:30 AM - 7:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:30 AM - 7:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>8:30 AM - 7:00 PM</time></td></tr><tr><td>Thursday</td><td><time>8:30 AM - 7:00 PM</time></td></tr><tr><td>Friday</td><td><time>8:30 AM - 7:00 PM</time></td></tr><tr><td>Saturday</td><td><time>8:30 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td><time>8:30 AM - 1:00 PM</time></td></tr></table>"
mypreplocator,1259,ALPRO Pharmacy Bandar Sri Permaisuri (Under My PrEP Pharmacy research),"6, Jalan Sri Permaisuri 9",Bandar Sri Permaisuri,Kuala Lumpur,Kuala Lumpur (Federal Territory),56000,Malaysia,3.101844,101.707153,+6019-203 1923,,wcrsp1@alpropharmacy.com,,true,false,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Thursday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Friday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Saturday</td><td><time>9:30 AM - 9:30 PM</time></td></tr><tr><td>Sunday</td><td><time>9:30 AM - 9:30 PM</time></td></tr></table>"
mypreplocator,278,University Malaya Specialist Centre (UMSC),"Lot 28, Lorong Universiti",Lembah Pantai,Kuala Lumpur,Kuala Lumpur (Federal Territory),50603,Malaysia,3.11678,101.650883,+603-7841 4000,,iskandarshah@ummc.edu.my,http://www.umsc.my,true,true,Appointment needed,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td>Closed</td></tr><tr><td>Tuesday</td><td>Closed</td></tr><tr><td>Wednesday</td><td>Closed</td></tr><tr><td>Thursday</td><td><time>9:00 AM - 12:00 PM</time><time>3:00 PM - 5:00 PM</time></td></tr><tr><td>Friday</td><td>Closed</td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,45,University Malaya Medical Centre (Infectious Disease),"Klinik Perubatan 3, Ground Floor, Menara Utama","University Malaya Medical Centre, Jalan Universiti, Lembah Pantai",Kuala Lumpur,,50603,Malaysia,3.113706,101.652919,+603-7949 3641,,ummc.prep@gmail.com,,true,true,Appointment needed,true,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>2:00 PM - 5:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>8:00 AM - 12:00 PM</time></td></tr><tr><td>Wednesday</td><td>Closed</td></tr><tr><td>Thursday</td><td>Closed</td></tr><tr><td>Friday</td><td><time>8:00 AM - 12:00 PM</time></td></tr><tr><td>Saturday</td><td>Closed</td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,48,The Red Clinic,"23-PI, Block B, Jaya One","72A Jalan Universiti, Pjs 13",Petaling Jaya,Selangor,46200,Malaysia,3.118486,101.636078,+6010-873 0175,,,http://theredclinic.com,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>9:00 AM - 9:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>9:00 AM - 9:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>9:00 AM - 9:00 PM</time></td></tr><tr><td>Thursday</td><td><time>9:00 AM - 9:00 PM</time></td></tr><tr><td>Friday</td><td><time>9:00 AM - 9:00 PM</time></td></tr><tr><td>Saturday</td><td><time>9:00 AM - 3:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1230,Klinik Bangsar South,"Klinik Bangsar South, 1-8 ground floor Centrio Pantai HillPark,","Jalan Pantai Murni, Bangsar South",kuala lumpur,Kuala Lumpur (Federal Territory),59200,Malaysia,3.10811,101.665784,+6012-650 2915,,parveenns@gmail.com,http://www.klinikbangsarsouth.com,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Tuesday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Wednesday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Thursday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Friday</td><td><time>10:00 AM - 8:00 PM</time></td></tr><tr><td>Saturday</td><td><time>10:00 AM - 1:00 PM</time></td></tr><tr><td>Sunday</td><td>Closed</td></tr></table>"
mypreplocator,1639,KLINIK MEDIC 360 24JAM,179 (Ground Floor),"Jalan Sarjana, Taman Connaught,",Cheras,Kuala Lumpur (Federal Territory),56000,മലേഷ്യ,3.082437,101.735277,+6018 5783 360,,km360connaught@gmail.com,https://klinikmedic360.com/,true,true,Walk-in,false,Onsite,"<table role=""presentation"" class=""wpsl-opening-hours""><tr><td>Monday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Tuesday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Wednesday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Thursday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Friday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Saturday</td><td><time>6:00 AM - 12:00 AM</time></td></tr><tr><td>Sunday</td><td><time>6:00 AM - 12:00 AM</time></td></tr></table>"
